#Stereo rect[ms], MP culling[ms], MP creation[ms], LBA[ms], KF culling[ms], Total[ms]
312.759329,0.000368,335.737569,149.315840,149.315840,1940.175536
283.799034,0.000266,259.239129,147.830745,147.830745,1892.787544
253.991421,0.000325,230.106652,142.997850,142.997850,1624.103847
251.028585,0.000362,235.660138,146.918590,146.918590,1458.755288
258.252504,0.000285,236.462042,176.655073,176.655073,1453.730007
264.959387,0.000321,248.777290,147.514337,147.514337,1692.155426
307.209954,0.000310,293.064698,153.043121,153.043121,1996.589948
344.622730,0.000177,347.390794,160.221699,160.221699,2052.622386
428.354437,0.000245,422.354226,158.021120,158.021120,2211.574929
479.143919,0.000185,490.362307,157.866799,157.866799,2358.521812
616.979357,0.000363,582.153609,155.557776,155.557776,2341.761093
627.707444,0.000199,600.364330,156.329599,156.329599,2366.650732
623.579593,0.000206,585.263393,159.627707,159.627707,2364.914920
616.346764,0.000270,645.905878,165.114772,165.114772,2431.542589
624.538960,0.000368,595.905749,164.973137,164.973137,2416.086850
620.504666,0.000235,623.504885,173.009037,173.009037,2456.904264
608.051154,0.000345,608.318635,169.642641,169.642641,2441.259892
539.692561,0.000283,537.678149,169.652434,169.652434,2326.710726
416.351979,0.000209,436.991084,179.179207,179.179207,2393.389625
394.557901,0.000270,402.595872,172.163927,172.163927,2332.097079
449.725637,0.000490,448.550411,199.915520,199.915520,2491.745906
536.303834,0.000349,522.729254,174.803742,174.803742,2369.353059
643.746895,0.000210,642.242170,178.799260,178.799260,2890.147993
706.541406,0.000332,705.049940,170.773160,170.773160,2724.347511
729.954052,0.000325,716.047264,178.745191,178.745191,2823.949610
725.772513,0.000281,695.026878,181.629295,181.629295,2761.584386
702.263112,0.000336,684.410344,180.036082,180.036082,2793.817696
692.521481,0.000304,675.940667,188.271977,188.271977,2761.182734
640.837782,0.000489,627.985398,214.955267,214.955267,2749.942319
593.561503,0.000188,581.066079,185.581098,185.581098,2924.943838
650.560124,0.000442,617.684940,209.145442,209.145442,3007.793425
676.030676,0.000420,657.008061,222.229424,222.229424,3138.951737
