#Image Rect[ms], Image Resize[ms], ORB ext[ms], Stereo match[ms], IMU preint[ms], Pose pred[ms], LM track[ms], KF dec[ms], Total[ms]
0.000000,0.000000,461.831045,0.000000,0.000000,92.871374,40.151995,0.350173,601.765518
0.000000,0.000000,502.190777,0.000000,0.000000,94.269723,41.816810,0.269110,649.986294
0.000000,0.000000,459.991500,0.000000,0.000000,91.874051,45.512369,0.313313,587.514690
0.000000,0.000000,464.444424,0.000000,0.000000,91.025827,48.351225,0.101122,599.530887
0.000000,0.000000,461.733375,0.000000,0.000000,97.213045,45.392578,0.323797,606.169097
0.000000,0.000000,463.316178,0.000000,0.000000,102.352881,45.552409,0.116153,599.864724
0.000000,0.000000,463.011685,0.000000,0.000000,100.274558,40.488349,0.301655,601.969485
0.000000,0.000000,489.927475,0.000000,0.000000,99.455604,49.193841,0.125807,630.156463
0.000000,0.000000,464.761008,0.000000,0.000000,103.784363,43.874595,0.312433,606.652572
0.000000,0.000000,508.812261,0.000000,0.000000,99.181036,41.182205,0.246756,654.544607
0.000000,0.000000,481.420367,0.000000,0.000000,101.723426,40.101618,0.400580,632.465014
0.000000,0.000000,485.319280,0.000000,0.000000,104.947353,42.555574,0.106060,628.700408
0.000000,0.000000,492.884375,0.000000,0.000000,100.822320,42.454027,0.317406,644.414556
0.000000,0.000000,480.475816,0.000000,0.000000,100.679701,43.411455,0.114146,630.749840
0.000000,0.000000,461.571978,0.000000,0.000000,103.106779,49.313750,0.322860,606.956131
0.000000,0.000000,486.886997,0.000000,0.000000,100.322183,53.403514,0.109129,631.537348
0.000000,0.000000,490.192199,0.000000,0.000000,96.356786,47.793452,0.373368,640.440520
0.000000,0.000000,487.040598,0.000000,0.000000,97.859185,49.244558,0.111931,632.920146
0.000000,0.000000,492.154163,0.000000,0.000000,100.579838,44.622238,0.333338,643.045891
0.000000,0.000000,497.951767,0.000000,0.000000,78.761355,37.852597,0.114871,653.008315
0.000000,0.000000,463.695367,0.000000,0.000000,75.552525,36.262120,0.301163,619.964057
0.000000,0.000000,482.953820,0.000000,0.000000,88.720684,58.413030,0.113790,630.489187
0.000000,0.000000,461.466490,0.000000,0.000000,84.202236,37.566401,0.316294,611.279259
0.000000,0.000000,674.304820,0.000000,0.000000,71.969333,41.526643,0.253896,823.062472
0.000000,0.000000,460.580376,0.000000,0.000000,70.039383,33.945429,0.336082,583.737686
0.000000,0.000000,488.595809,0.000000,0.000000,72.301223,43.346341,0.353636,602.989585
0.000000,0.000000,497.855221,0.000000,0.000000,74.692462,37.087621,0.381423,647.653291
0.000000,0.000000,487.426379,0.000000,0.000000,72.561841,39.349414,0.348411,611.890784
0.000000,0.000000,482.837927,0.000000,0.000000,75.217921,38.716619,0.313307,599.688070
0.000000,0.000000,486.162770,0.000000,0.000000,75.380907,37.002946,0.133299,592.745595
0.000000,0.000000,488.225893,0.000000,0.000000,74.724814,40.983083,0.296338,606.848666
0.000000,0.000000,477.212397,0.000000,0.000000,75.399798,49.265605,0.240292,592.273764
0.000000,0.000000,476.200119,0.000000,0.000000,75.108672,38.556825,0.332407,591.416503
0.000000,0.000000,488.901452,0.000000,0.000000,70.845585,51.894702,0.143086,606.433568
0.000000,0.000000,459.102013,0.000000,0.000000,62.737957,32.879613,0.352888,574.889720
0.000000,0.000000,474.258620,0.000000,0.000000,62.419886,35.785162,0.081107,593.277570
0.000000,0.000000,479.608100,0.000000,0.000000,64.614973,37.176965,0.282241,607.302285
0.000000,0.000000,488.070697,0.000000,0.000000,61.431918,45.000451,0.072299,604.381321
0.000000,0.000000,462.248465,0.000000,0.000000,61.080805,43.873822,0.303362,587.746447
0.000000,0.000000,499.016137,0.000000,0.000000,61.303488,44.527588,0.138724,597.247111
0.000000,0.000000,478.367200,0.000000,0.000000,61.172468,38.394302,0.429132,579.213392
0.000000,0.000000,484.972986,0.000000,0.000000,57.118338,32.869800,0.087622,589.614523
0.000000,0.000000,464.427109,0.000000,0.000000,53.213946,30.105052,0.372262,573.172012
0.000000,0.000000,471.918065,0.000000,0.000000,58.514693,34.925548,0.146564,579.348164
0.000000,0.000000,475.187170,0.000000,0.000000,67.144838,32.585254,0.329041,583.735477
0.000000,0.000000,485.547498,0.000000,0.000000,69.773870,34.612918,0.117837,590.084748
0.000000,0.000000,484.687911,0.000000,0.000000,66.831790,32.928863,0.330769,577.304791
0.000000,0.000000,462.273957,0.000000,0.000000,65.929077,41.009261,0.140320,548.535544
0.000000,0.000000,483.208551,0.000000,0.000000,69.511790,34.352058,0.307024,579.649012
0.000000,0.000000,464.200233,0.000000,0.000000,76.557042,40.290446,0.062141,567.568440
0.000000,0.000000,481.995620,0.000000,0.000000,63.825692,36.095476,0.354645,589.319590
0.000000,0.000000,482.604084,0.000000,0.000000,64.200203,41.051413,0.078625,585.371911
0.000000,0.000000,462.581434,0.000000,0.000000,64.253975,37.942733,0.265240,572.552061
0.000000,0.000000,488.460026,0.000000,0.000000,61.470842,39.054279,0.214572,595.505850
0.000000,0.000000,649.534459,0.000000,0.000000,66.936773,44.575131,0.299667,769.320116
0.000000,0.000000,459.642717,0.000000,0.000000,75.541844,50.968297,0.115977,562.332958
0.000000,0.000000,470.628203,0.000000,0.000000,83.604355,52.396855,0.369441,579.194178
0.000000,0.000000,463.192373,0.000000,0.000000,90.336283,48.711360,0.092163,568.194882
0.000000,0.000000,487.491024,0.000000,0.000000,92.276294,46.112048,0.372457,591.262062
0.000000,0.000000,489.153469,0.000000,0.000000,85.295432,54.675180,0.115360,604.165869
0.000000,0.000000,474.220427,0.000000,0.000000,80.676086,60.922881,0.297473,603.611556
0.000000,0.000000,489.596119,0.000000,0.000000,86.965906,55.051333,0.109664,628.680065
0.000000,0.000000,488.631687,0.000000,0.000000,88.133919,58.639726,0.393106,630.593221
0.000000,0.000000,500.351976,0.000000,0.000000,91.392383,44.621681,0.093262,642.004744
0.000000,0.000000,483.978448,0.000000,0.000000,98.634641,43.923674,0.408606,626.771399
0.000000,0.000000,463.730949,0.000000,0.000000,97.874669,50.220949,0.118491,608.149501
0.000000,0.000000,487.977791,0.000000,0.000000,97.105862,49.576733,0.334984,632.829987
0.000000,0.000000,480.525828,0.000000,0.000000,98.576112,64.751109,0.070226,643.901957
0.000000,0.000000,488.007774,0.000000,0.000000,99.409239,43.962192,0.079053,627.200777
0.000000,0.000000,461.907781,0.000000,0.000000,92.608196,41.878814,1.882630,607.706569
0.000000,0.000000,460.857147,0.000000,0.000000,87.679918,44.430925,0.337690,612.463494
0.000000,0.000000,487.052634,0.000000,0.000000,83.612404,47.098631,0.449148,637.099091
0.000000,0.000000,461.803149,0.000000,0.000000,82.077280,40.722963,0.208841,628.156290
0.000000,0.000000,497.590265,0.000000,0.000000,79.254997,40.963195,0.232594,644.073413
0.000000,0.000000,460.991953,0.000000,0.000000,81.321181,39.814305,0.342711,600.055468
0.000000,0.000000,599.506841,0.000000,0.000000,81.389465,40.624967,0.208476,735.750491
0.000000,0.000000,493.013844,0.000000,0.000000,84.300953,38.941250,0.098218,627.022980
0.000000,0.000000,485.622453,0.000000,0.000000,82.459540,37.729024,0.309932,611.771087
0.000000,0.000000,487.336630,0.000000,0.000000,81.173918,53.259360,15.594811,611.507024
0.000000,0.000000,461.602662,0.000000,0.000000,80.622307,44.871072,0.075728,585.995386
0.000000,0.000000,461.693786,0.000000,0.000000,82.207361,40.515965,0.335875,586.622056
0.000000,0.000000,490.713062,0.000000,0.000000,83.551214,60.221420,0.096004,617.465646
0.000000,0.000000,458.703298,0.000000,0.000000,81.336298,40.374097,0.110757,581.773124
0.000000,0.000000,480.076029,0.000000,0.000000,81.827540,40.756688,0.311813,634.727244
0.000000,0.000000,480.966139,0.000000,0.000000,85.420149,42.703435,0.075778,609.347079
0.000000,0.000000,460.382105,0.000000,0.000000,81.024061,42.198247,0.285900,586.011086
0.000000,0.000000,460.584790,0.000000,0.000000,82.307718,43.690380,0.087663,607.477020
0.000000,0.000000,489.272373,0.000000,0.000000,81.475167,39.479376,0.308520,613.889789
0.000000,0.000000,459.512092,0.000000,0.000000,82.116295,41.262832,0.353457,585.062668
0.000000,0.000000,505.628429,0.000000,0.000000,90.417063,55.033598,0.092343,643.233150
0.000000,0.000000,470.340263,0.000000,0.000000,88.257484,44.287660,0.344934,596.294115
0.000000,0.000000,490.125571,0.000000,0.000000,76.855124,35.327480,0.080884,619.632167
0.000000,0.000000,494.857030,0.000000,0.000000,77.819709,39.645173,0.457801,619.282249
0.000000,0.000000,467.346634,0.000000,0.000000,87.621286,40.678072,0.076362,594.256990
0.000000,0.000000,486.621214,0.000000,0.000000,87.919304,40.313480,0.392391,635.554364
0.000000,0.000000,460.309947,0.000000,0.000000,88.770659,40.263426,0.064895,596.236510
0.000000,0.000000,485.525289,0.000000,0.000000,91.809132,39.781329,0.340222,607.405217
0.000000,0.000000,463.634234,0.000000,0.000000,95.571810,41.953222,0.152607,584.613620
0.000000,0.000000,480.014962,0.000000,0.000000,91.732033,39.888606,0.410275,614.532186
0.000000,0.000000,486.014772,0.000000,0.000000,91.930498,55.044484,0.078074,618.001413
0.000000,0.000000,512.543470,0.000000,0.000000,97.633603,40.578384,0.335111,644.340005
0.000000,0.000000,461.643138,0.000000,0.000000,93.975826,39.953052,0.300120,596.211135
0.000000,0.000000,477.913954,0.000000,0.000000,93.276092,41.050787,0.090351,618.816081
0.000000,0.000000,486.986537,0.000000,0.000000,89.067092,36.780383,0.433921,622.449605
0.000000,0.000000,464.157614,0.000000,0.000000,83.040098,37.615174,0.095653,614.090039
0.000000,0.000000,505.738370,0.000000,0.000000,84.632875,38.363300,0.400727,647.477798
0.000000,0.000000,462.346093,0.000000,0.000000,84.847214,38.813483,0.203249,600.035894
0.000000,0.000000,471.221616,0.000000,0.000000,83.698621,36.396627,0.087265,608.524266
0.000000,0.000000,461.443217,0.000000,0.000000,85.291481,39.760851,0.405245,590.895912
0.000000,0.000000,488.020831,0.000000,0.000000,85.685443,45.454987,0.240122,611.686024
0.000000,0.000000,471.842595,0.000000,0.000000,88.732571,45.369267,0.085796,597.902802
0.000000,0.000000,465.094915,0.000000,0.000000,91.636408,40.631338,0.341530,591.904083
0.000000,0.000000,465.140342,0.000000,0.000000,81.491443,41.712092,0.081933,589.099037
0.000000,0.000000,468.744443,0.000000,0.000000,79.127739,39.921768,0.078794,597.617260
0.000000,0.000000,487.093486,0.000000,0.000000,83.774888,44.910119,0.402370,621.635910
0.000000,0.000000,487.735606,0.000000,0.000000,83.491856,39.044169,0.087380,625.447604
0.000000,0.000000,462.226239,0.000000,0.000000,84.044028,40.529783,0.125338,597.627567
0.000000,0.000000,487.805751,0.000000,0.000000,85.539945,39.364917,0.324143,614.044396
0.000000,0.000000,487.475836,0.000000,0.000000,87.819228,39.983846,0.081866,610.411451
0.000000,0.000000,459.479111,0.000000,0.000000,87.030178,46.353133,0.257736,591.386949
0.000000,0.000000,461.304257,0.000000,0.000000,79.382979,43.780021,0.376319,587.066877
0.000000,0.000000,575.607799,0.000000,0.000000,74.774757,47.659587,0.099753,703.473465
0.000000,0.000000,476.245673,0.000000,0.000000,77.063762,45.443043,0.258621,604.217841
0.000000,0.000000,463.502990,0.000000,0.000000,78.809509,42.919857,0.377732,594.488109
0.000000,0.000000,464.034856,0.000000,0.000000,80.531960,45.450382,0.103350,601.010144
0.000000,0.000000,460.494978,0.000000,0.000000,78.311192,47.097151,0.124774,587.939643
0.000000,0.000000,478.439569,0.000000,0.000000,81.363516,53.461849,0.432518,604.039921
0.000000,0.000000,482.921329,0.000000,0.000000,84.921663,53.883405,0.251304,608.982914
0.000000,0.000000,487.581491,0.000000,0.000000,83.275883,50.841262,0.109660,613.003658
0.000000,0.000000,490.875170,0.000000,0.000000,78.970010,46.977036,0.328434,620.259544
0.000000,0.000000,461.968357,0.000000,0.000000,79.615587,41.421734,0.092758,591.345655
0.000000,0.000000,628.798942,0.000000,0.000000,80.573054,46.211414,0.313896,770.345441
0.000000,0.000000,486.118374,0.000000,0.000000,79.666544,40.275055,0.388639,628.453921
0.000000,0.000000,482.170607,0.000000,0.000000,78.400109,45.032507,0.231057,619.873300
0.000000,0.000000,486.482164,0.000000,0.000000,73.837942,40.426591,0.123678,615.842158
0.000000,0.000000,495.546941,0.000000,0.000000,72.147234,43.715460,0.341520,619.761234
0.000000,0.000000,462.873077,0.000000,0.000000,77.160067,49.742070,0.228848,593.451525
0.000000,0.000000,475.230935,0.000000,0.000000,78.209176,44.118897,0.282707,598.561111
0.000000,0.000000,486.639764,0.000000,0.000000,74.130641,39.933954,0.357795,618.923352
0.000000,0.000000,465.694449,0.000000,0.000000,72.987957,41.897749,0.066482,582.947304
0.000000,0.000000,467.909187,0.000000,0.000000,72.271014,40.165477,0.084148,587.145253
0.000000,0.000000,462.123912,0.000000,0.000000,68.402851,36.660528,0.312313,592.935214
0.000000,0.000000,460.026095,0.000000,0.000000,65.798444,60.835688,0.096354,585.972968
0.000000,0.000000,464.602337,0.000000,0.000000,61.386236,46.526220,0.109083,583.423272
0.000000,0.000000,483.654140,0.000000,0.000000,60.072585,35.394537,0.369449,601.470987
0.000000,0.000000,460.568189,0.000000,0.000000,63.656501,40.421008,0.255909,576.750817
0.000000,0.000000,459.351338,0.000000,0.000000,62.384443,47.906710,0.121814,567.827694
0.000000,0.000000,465.468613,0.000000,0.000000,63.786646,42.218247,0.288256,595.367323
0.000000,0.000000,496.280293,0.000000,0.000000,63.079008,41.182820,0.203279,607.556305
