#Stereo rect[ms], MP culling[ms], MP creation[ms], LBA[ms], KF culling[ms], Total[ms]
5.297313,0.525069,261.483172,6.002375,6.002375,391.705512
6.651576,0.566740,196.290641,35.360229,35.360229,345.680424
7.734368,0.545219,204.103727,9.409656,9.409656,349.317437
10.086857,0.363483,259.989838,6.923076,6.923076,421.037778
8.987419,0.436078,168.691418,6.704680,6.704680,334.672504
6.700145,0.360674,236.358636,33.916051,33.916051,401.437981
6.908354,0.331842,258.988641,6.228205,6.228205,413.681623
7.318783,0.380115,234.835543,6.923158,6.923158,404.618009
6.340582,0.357994,190.252322,4.878151,4.878151,333.512026
5.975168,0.382189,178.003378,7.254586,7.254586,326.069042
5.733726,0.242640,153.397573,5.662243,5.662243,273.193878
5.160143,0.388689,99.385298,6.988559,6.988559,245.755280
4.561588,0.277897,314.617801,4.475648,4.475648,397.403240
5.614197,0.434062,333.664403,4.831753,4.831753,425.785796
3.250969,0.549493,258.987215,5.126858,5.126858,348.105551
6.288701,0.719139,281.992911,11.063766,11.063766,434.459201
7.223623,0.972845,323.402921,6.491106,6.491106,476.299851
4.356463,0.535608,249.365881,35.563679,35.563679,409.983452
5.189568,1.101160,542.513617,5.211922,5.211922,618.359026
3.649747,0.795427,294.265795,3.509151,3.509151,363.059853
5.156908,1.377201,537.429722,2.557741,2.557741,608.914502
3.572487,0.966938,626.488651,2.117956,2.117956,698.492657
4.350585,0.897259,548.610230,1.722271,1.722271,585.237974
2.906432,0.607020,400.967076,1.843250,1.843250,459.584198
3.666274,0.714958,350.626171,1.094796,1.094796,389.391992
4.753057,0.662273,409.907768,1.743563,1.743563,454.263314
4.608267,0.616147,799.431748,6.830583,6.830583,1068.796894
3.468319,0.787578,925.303441,5.510079,5.510079,1020.857352
3.154441,0.642414,547.574485,3.954319,3.954319,630.927337
4.617518,0.591829,775.796313,4.659354,4.659354,1027.383201
5.208836,0.450486,653.314115,4.136993,4.136993,966.937424
3.901596,0.425241,554.510614,8.361242,8.361242,869.138170
4.388237,0.693807,907.383905,37.093191,37.093191,1117.305832
3.637450,0.640122,1004.140958,10.216299,10.216299,1314.655202
6.211790,1.276340,1346.621124,39.481273,39.481273,1562.011686
5.440751,1.958822,532.105741,33.995660,33.995660,1022.703538
4.370964,0.839174,428.628415,36.707426,36.707426,600.049326
6.928782,0.896323,667.600735,10.500150,10.500150,1035.150610
3.329650,0.931432,160.368937,4.665155,4.665155,282.273741
3.897464,0.785448,371.596508,2.877106,2.877106,505.677687
5.500081,0.592398,988.400273,39.887691,39.887691,1139.919452
8.387101,0.573793,1233.783121,36.625173,36.625173,1393.821191
28.448242,0.819692,993.875500,6.367353,6.367353,1175.135987
37.725398,0.791796,691.481011,10.302360,10.302360,1072.239067
5.556154,0.835483,1022.189568,11.130736,11.130736,1286.934819
4.782690,0.804509,797.143954,8.067089,8.067089,1238.450680
3.902184,0.968751,704.451061,4.966574,4.966574,1155.072163
5.166824,0.904624,762.469496,43.134757,43.134757,1154.242098
7.590028,0.818300,490.125170,6.618719,6.618719,670.434049
7.381362,0.723166,410.715113,37.810382,37.810382,637.686341
10.245505,0.518896,395.443287,6.796603,6.796603,549.714647
11.985400,0.383740,355.155124,38.467917,38.467917,608.412279
11.904080,0.186217,1537.475718,44.125821,44.125821,1886.953648
4.449834,1.009899,823.996306,12.692280,12.692280,1313.971180
6.879392,2.438469,723.040349,16.200252,16.200252,1309.128275
