#Stereo rect[ms], MP culling[ms], MP creation[ms], LBA[ms], KF culling[ms], Total[ms]
2.033638,0.000093,2.649836,0.625473,0.625473,23.625406
5.417096,0.000257,2.976713,0.442125,0.442125,17.912686
3.009158,0.000112,4.096582,1.056473,1.056473,18.965640
3.513231,0.000139,5.069656,0.858168,0.858168,22.934793
5.446404,0.000123,5.146450,0.717829,0.717829,23.574306
3.387726,0.000193,4.790686,0.812287,0.812287,23.233234
3.445946,0.000139,4.876661,0.799475,0.799475,22.016152
3.156681,0.000118,2.793232,1.076030,1.076030,18.905523
3.005330,0.000157,8.192909,1.899225,1.899225,28.708090
3.154790,0.000152,8.413567,0.686154,0.686154,23.059530
3.415416,0.000139,4.783956,0.693735,0.693735,23.689655
3.096912,0.000126,7.482480,0.669220,0.669220,22.813154
3.145795,0.000126,3.749765,1.568779,1.568779,27.575398
3.036725,0.000119,4.226478,0.703109,0.703109,19.115589
3.124923,0.000260,3.915689,0.491527,0.491527,24.055290
2.827822,0.000119,4.282167,0.688698,0.688698,20.134721
2.647873,0.000217,4.537785,0.700978,0.700978,22.647743
3.620864,0.000241,4.901136,0.933153,0.933153,18.391699
18.436357,0.000824,32.995486,4.937175,4.937175,172.406565
2.434031,0.000122,3.889381,0.627008,0.627008,19.337509
2.291402,0.000118,2.942626,0.699528,0.699528,19.483046
2.351977,0.000268,6.406608,0.627502,0.627502,20.869122
1.820834,0.000107,2.927739,0.639730,0.639730,28.459265
1.384099,0.000148,1.800010,0.425086,0.425086,12.064186
2.768499,0.000163,7.676458,0.555868,0.555868,24.285338
1.356942,0.000107,1.624324,0.613042,0.613042,12.986294
2.004479,0.000165,8.717881,0.411011,0.411011,18.967457
1.546605,0.000121,2.213034,0.791791,0.791791,16.210182
1.880466,0.000138,2.439697,0.906455,0.906455,14.666467
1.703075,0.000101,3.186907,0.531644,0.531644,27.141864
1.552570,0.000129,2.381035,1.369940,1.369940,19.757413
0.903737,0.000164,1.900870,0.649506,0.649506,11.098549
1.378644,0.000184,2.265818,0.539662,0.539662,22.679544
0.777009,0.000095,1.276145,0.323456,0.323456,8.297553
0.810073,0.000112,1.236738,0.357617,0.357617,8.621890
0.882971,0.000146,3.382457,0.753885,0.753885,15.685374
1.114668,0.000088,1.802838,0.714879,0.714879,12.176548
1.274677,0.001603,1.532144,0.801990,0.801990,18.041271
0.906752,0.000094,1.108244,0.793827,0.793827,16.823296
1.193789,0.000112,1.928581,0.777775,0.777775,11.415788
1.365924,0.000179,4.358099,0.638734,0.638734,15.484690
1.242284,0.000137,1.777237,0.488186,0.488186,14.590803
1.261689,0.000154,1.930402,0.918331,0.918331,15.762720
1.269484,0.000112,2.368292,0.750655,0.750655,13.935825
1.377884,0.000259,2.364236,0.642420,0.642420,13.570945
1.370369,0.000194,5.223259,0.766720,0.766720,18.573745
1.818351,0.000214,5.039764,0.827283,0.827283,16.931825
1.398019,0.000231,4.940518,0.522544,0.522544,15.644552
1.598282,0.000187,5.825357,0.635951,0.635951,22.880525
124.328603,0.001312,69.096068,4.203537,4.203537,310.896487
1.907401,0.000099,2.910808,0.559290,0.559290,14.782435
4.224599,0.000213,3.179124,0.530786,0.530786,15.923505
130.608329,0.000885,60.674589,4.096597,4.096597,316.991201
6.163734,0.000181,5.496561,0.575349,0.575349,22.315516
63.207675,0.001016,44.407644,3.523400,3.523400,238.077523
2.315030,0.000104,2.912734,0.954979,0.954979,16.247176
2.746255,0.000179,3.891990,0.587720,0.587720,17.412816
2.396339,0.000127,3.950297,0.787339,0.787339,18.163011
2.619130,0.000153,3.367345,0.840090,0.840090,16.908799
2.785707,0.000101,4.916019,0.590860,0.590860,21.210850
13.529916,0.000735,45.029230,3.724922,3.724922,196.941765
2.739337,0.000127,4.740495,0.647754,0.647754,20.103935
7.332379,0.000258,6.962574,0.661481,0.661481,26.186762
3.089491,0.000114,3.556857,0.598855,0.598855,18.928222
2.775907,0.000141,3.426791,0.696120,0.696120,18.802526
2.875391,0.000207,4.370822,0.583085,0.583085,19.438457
2.840203,0.000165,6.256068,0.596146,0.596146,19.014100
5.463800,0.000245,6.604952,0.785977,0.785977,22.723917
2.577590,0.000219,3.810859,0.599528,0.599528,18.841729
2.643903,0.000176,3.284134,0.546723,0.546723,19.930377
3.709412,0.000144,3.811961,0.562208,0.562208,18.498500
2.268474,0.000152,3.036599,0.857957,0.857957,17.043831
2.254565,0.000162,2.965368,0.730333,0.730333,15.759687
2.214326,0.000108,2.876558,0.616497,0.616497,15.446940
2.097990,0.000112,2.562354,0.994301,0.994301,15.033879
2.110954,0.000136,3.436215,0.775353,0.775353,15.676972
1.928684,0.000115,3.386159,0.632899,0.632899,12.109190
2.473200,0.000151,7.590458,0.616551,0.616551,20.801692
1.999521,0.000147,2.857664,0.504080,0.504080,13.451268
19.541431,0.000921,27.713594,5.867439,5.867439,141.672613
2.077318,0.000103,4.182457,0.672645,0.672645,22.497919
2.019651,0.000247,2.987632,0.630319,0.630319,18.437068
1.755114,0.000174,2.807138,0.817604,0.817604,14.686675
2.105918,0.000132,11.956995,0.583775,0.583775,24.588744
2.128399,0.000129,2.653111,0.794527,0.794527,14.550072
3.340124,0.000396,4.561196,0.546974,0.546974,17.920870
2.398246,0.000214,2.199770,0.742925,0.742925,13.165374
2.021789,0.000110,2.626051,1.028484,1.028484,15.636367
2.049621,0.000226,7.464192,0.638300,0.638300,19.373524
1.791585,0.000128,3.258773,0.580397,0.580397,26.604424
1.856478,0.000166,2.676477,0.776318,0.776318,14.869455
1.514060,0.000101,2.463745,0.569434,0.569434,17.550651
1.672578,0.000135,8.885477,0.533435,0.533435,21.763958
1.725564,0.000205,3.348522,0.674942,0.674942,17.369451
1.850914,0.000106,3.575079,0.782740,0.782740,14.940888
1.875214,0.000179,9.011673,0.747108,0.747108,17.616692
1.842106,0.000085,2.744361,0.585539,0.585539,14.971163
45.292426,0.002454,44.893427,4.946744,4.946744,169.282553
5.849865,0.000236,3.112602,0.548079,0.548079,24.522924
2.983425,0.000128,4.057456,0.568546,0.568546,17.849262
1.851605,0.000104,3.031697,0.681643,0.681643,17.761465
2.132891,0.000120,4.593319,0.693440,0.693440,18.118310
1.932763,0.000152,5.691492,0.467614,0.467614,19.087209
2.864819,0.000114,4.961742,0.629783,0.629783,18.028300
1.186015,0.000123,6.285204,0.545478,0.545478,19.887545
2.014183,0.000124,3.449310,0.353327,0.353327,26.547472
1.309873,0.000132,2.210871,0.445414,0.445414,12.628458
2.257721,0.000145,3.255382,0.866661,0.866661,16.058801
15.392393,0.000973,51.151772,4.160966,4.160966,199.563616
2.362953,0.000219,7.606402,0.882243,0.882243,18.208851
2.012808,0.000200,2.970331,0.748869,0.748869,13.196088
1.604147,0.000106,1.930315,0.415563,0.415563,10.459861
2.393003,0.000131,3.239473,0.436314,0.436314,15.244170
3.195216,0.000201,4.434322,0.698342,0.698342,20.536339
36.910241,0.001101,60.338167,4.122081,4.122081,236.028372
1.743998,0.000140,8.374985,0.404997,0.404997,17.511675
23.890603,0.000843,36.845059,4.916436,4.916436,141.343653
38.455062,0.001061,56.019678,4.069417,4.069417,253.119731
2.204973,0.000184,3.745661,0.488704,0.488704,15.173242
2.060350,0.000118,3.753052,0.633048,0.633048,17.009794
1.719955,0.000091,9.536531,0.590885,0.590885,28.114906
1.938728,0.000144,3.584844,0.561861,0.561861,16.868396
1.480696,0.000112,2.059461,0.813354,0.813354,20.165792
1.718683,0.000139,8.156834,0.540057,0.540057,21.309428
1.445435,0.000144,12.548881,0.562980,0.562980,25.118554
1.413502,0.000092,3.607062,0.591539,0.591539,15.401029
2.625735,0.000133,2.354661,0.925590,0.925590,14.559491
1.239993,0.000211,17.502739,0.454248,0.454248,26.450573
1.391267,0.000103,3.273276,0.534931,0.534931,15.720360
1.264806,0.000117,2.637703,0.840877,0.840877,16.048561
1.388926,0.000176,8.504179,0.578219,0.578219,15.976171
1.336217,0.000109,4.376918,0.340799,0.340799,12.724812
1.436619,0.000156,8.967259,0.516785,0.516785,20.296393
1.198646,0.000120,2.220424,0.664793,0.664793,11.280619
1.202855,0.000109,3.857880,0.498011,0.498011,16.232699
1.275680,0.000257,10.996952,0.483998,0.483998,24.495014
0.945520,0.000152,8.244128,0.565450,0.565450,18.827252
0.955210,0.000180,5.832310,0.707575,0.707575,14.473974
1.134847,0.000262,6.789471,0.464073,0.464073,17.002469
1.034359,0.000100,2.666535,0.314914,0.314914,9.781762
1.142868,0.000164,1.869889,0.670488,0.670488,12.594998
0.811432,0.000138,2.803557,0.316030,0.316030,8.567073
0.971927,0.000121,2.000851,1.178215,1.178215,12.104491
1.248939,0.000177,5.519316,0.561244,0.561244,21.672809
1.031736,0.000110,3.683237,0.734216,0.734216,15.262909
1.049295,0.000106,2.904514,0.460027,0.460027,11.061833
0.984761,0.000151,1.808653,0.394169,0.394169,8.637960
1.122131,0.000141,1.990464,0.609509,0.609509,10.839804
1.159668,0.000249,9.264012,0.319642,0.319642,16.856789
1.266857,0.000107,4.944379,0.686007,0.686007,16.388045
1.139082,0.000092,2.115764,0.501001,0.501001,18.796201
1.301162,0.000118,3.202101,0.672439,0.672439,15.766421
0.925360,0.000120,1.724865,0.461753,0.461753,9.117451
1.289530,0.000119,3.045140,0.657371,0.657371,14.654143
1.354692,0.000094,2.238460,0.551635,0.551635,17.716713
1.361203,0.000197,8.093510,0.494637,0.494637,19.717032
0.840044,0.000090,1.891457,0.475501,0.475501,9.479640
1.286697,0.000105,2.928954,0.712724,0.712724,15.279531
1.245386,0.000140,9.278460,0.487481,0.487481,19.552361
4.157656,0.000374,4.082481,0.635847,0.635847,18.156641
8.149322,0.000791,71.762092,4.752137,4.752137,153.274313
1.986096,0.000146,9.986151,0.399395,0.399395,19.693591
1.752067,0.000136,8.393973,0.594911,0.594911,22.113864
2.413315,0.000127,6.438987,0.594293,0.594293,20.780124
75.460986,0.000953,69.508013,4.443026,4.443026,213.939549
2.701371,0.002653,4.574233,0.629241,0.629241,17.538122
6.598670,0.000401,4.127721,0.627400,0.627400,20.778083
1.733248,0.000076,9.652386,0.436153,0.436153,19.172842
2.334606,0.000165,6.827177,0.534818,0.534818,17.755410
2.574535,0.000166,3.089015,0.605352,0.605352,12.210320
2.266131,0.000121,3.331505,0.763875,0.763875,13.587964
1.895152,0.000181,4.155783,0.765345,0.765345,15.492517
2.144367,0.000143,3.088421,0.723101,0.723101,15.489350
1.988655,0.000128,3.076007,0.377123,0.377123,12.648776
2.293942,0.000143,4.582868,0.571831,0.571831,19.352545
1.832690,0.000102,2.815305,0.471329,0.471329,12.002648
1.717697,0.000188,2.790533,0.580950,0.580950,12.751031
1.711286,0.000169,2.626804,0.580715,0.580715,11.765915
1.698117,0.000084,5.104558,0.651647,0.651647,14.695474
1.694592,0.000102,4.000013,0.316631,0.316631,11.522159
1.606924,0.000242,7.492008,0.457722,0.457722,23.493042
1.449271,0.000136,3.293273,0.687471,0.687471,16.314233
2.155864,0.000137,7.123683,0.719128,0.719128,18.329940
2.169211,0.000155,3.466165,0.717408,0.717408,14.225779
1.713123,0.000121,3.293807,1.973749,1.973749,15.926590
1.816594,0.000160,5.403380,0.667015,0.667015,13.192942
1.987277,0.000204,9.946465,0.876122,0.876122,20.917021
1.514898,0.000112,2.784936,0.487167,0.487167,11.236707
1.927749,0.000184,6.429399,0.484591,0.484591,16.198550
9.366819,0.000967,26.916214,16.507577,16.507577,170.226112
1.981474,0.000164,8.577644,0.368486,0.368486,15.937259
1.701742,0.000121,3.847363,0.677518,0.677518,14.408515
1.856771,0.000090,2.896447,0.713827,0.713827,13.368183
1.449430,0.000113,3.194962,0.566324,0.566324,12.748844
2.020569,0.000170,4.406675,0.555580,0.555580,16.060418
1.175579,0.000099,3.046018,0.539340,0.539340,11.785059
2.147694,0.000209,8.500046,0.572227,0.572227,22.242501
1.694217,0.000165,2.767259,0.616113,0.616113,12.648641
1.801389,0.000104,10.689993,0.450192,0.450192,23.417638
1.622223,0.000196,3.751813,0.634604,0.634604,14.356344
10.177157,0.001699,23.694946,5.005834,5.005834,148.887501
1.751022,0.000138,3.368952,0.497980,0.497980,14.281174
1.526492,0.000142,5.658289,0.466767,0.466767,12.668502
2.041122,0.000110,4.358122,0.866643,0.866643,15.169691
1.496190,0.000086,13.091334,0.532735,0.532735,22.778251
2.055498,0.000111,7.754743,0.469009,0.469009,18.311110
12.517468,0.000720,30.830693,7.820264,7.820264,202.307517
2.136631,0.000165,8.744506,0.385765,0.385765,16.811867
1.629704,0.000126,2.741706,0.552058,0.552058,11.082980
6.132426,0.000390,12.759496,0.426184,0.426184,25.915979
1.726930,0.000188,7.443783,0.625128,0.625128,17.714174
1.233195,0.000154,2.118324,0.361222,0.361222,8.260957
1.080862,0.000136,4.656988,0.316862,0.316862,10.721024
0.892638,0.000122,1.641456,0.426207,0.426207,8.120124
1.422561,0.000170,6.576041,0.484596,0.484596,17.456437
1.067586,0.000120,5.505722,0.502644,0.502644,14.988297
1.172236,0.000123,3.569394,0.354108,0.354108,12.401503
0.635872,0.000120,2.592062,0.537777,0.537777,12.043931
0.827728,0.000121,1.592343,0.399556,0.399556,8.508586
1.272012,0.000123,2.654106,0.440127,0.440127,10.963576
0.728792,0.000197,8.409333,0.406737,0.406737,31.257444
0.821001,0.000202,6.992102,0.391939,0.391939,15.482062
0.745202,0.000109,2.377524,0.272864,0.272864,7.626653
0.715797,0.000109,2.091303,0.294236,0.294236,9.611592
0.747569,0.000114,1.002665,0.276607,0.276607,5.388098
0.604648,0.000160,1.402388,0.261888,0.261888,8.271225
0.687258,0.000261,6.265143,0.516628,0.516628,23.530419
1.140560,0.000267,7.916992,0.348627,0.348627,14.501423
0.857778,0.000174,6.985901,0.375580,0.375580,21.568030
1.220852,0.000123,3.032360,0.577265,0.577265,11.951739
1.190305,0.000152,7.011982,0.856620,0.856620,15.948230
1.141241,0.000260,7.735765,0.300995,0.300995,13.567426
1.773058,0.000124,2.555840,0.556321,0.556321,10.415784
2.245916,0.000386,2.576410,0.513427,0.513427,11.270957
1.278613,0.000142,3.646127,0.616642,0.616642,14.575510
0.879908,0.000113,1.831831,0.429804,0.429804,8.461416
1.430039,0.000123,3.062398,0.533170,0.533170,13.467723
3.330506,0.000134,3.349029,0.313149,0.313149,12.245408
1.883493,0.000118,3.317245,0.634327,0.634327,12.245269
2.040439,0.000194,5.549240,0.400334,0.400334,12.906536
2.236191,0.000140,7.017760,0.409248,0.409248,14.678766
1.997723,0.000115,3.522253,0.688385,0.688385,14.190571
1.412300,0.000092,2.712363,0.344455,0.344455,10.084810
1.845371,0.000160,5.215729,0.710297,0.710297,14.330789
1.487538,0.000220,3.898229,0.525484,0.525484,10.737550
1.955879,0.000200,3.329080,0.544968,0.544968,12.675146
1.971627,0.000099,2.922785,0.587635,0.587635,11.457896
2.035967,0.000096,5.489881,0.521884,0.521884,14.994114
1.694635,0.000131,11.370920,0.425329,0.425329,20.314140
1.929888,0.000260,6.100652,0.439254,0.439254,13.716013
1.500802,0.000121,3.726755,0.579566,0.579566,12.041821
1.207691,0.000102,7.473417,0.543021,0.543021,15.039772
1.472996,0.000107,7.888707,0.503996,0.503996,14.709513
1.393759,0.000157,7.476095,0.449607,0.449607,18.785779
1.431344,0.000257,6.433564,0.285690,0.285690,18.220044
0.854172,0.000119,2.624566,0.316466,0.316466,9.511885
0.903587,0.000186,1.557199,0.393482,0.393482,7.615398
0.931182,0.000167,2.831987,0.316818,0.316818,8.735538
1.033423,0.000188,1.736738,0.336077,0.336077,7.996197
1.225955,0.000127,2.605814,0.342064,0.342064,8.736447
1.251188,0.000136,2.808881,0.353610,0.353610,16.134514
1.483342,0.000126,3.662348,0.485759,0.485759,11.901626
1.423168,0.000181,9.880082,0.632465,0.632465,17.623282
1.654397,0.000109,3.823784,0.407817,0.407817,15.415928
1.617778,0.000241,4.802539,5.226780,5.226780,24.023794
1.251455,0.000098,3.043791,0.422042,0.422042,11.847476
2.450354,0.000242,5.038595,0.302270,0.302270,11.333536
1.771965,0.000305,4.431765,0.379844,0.379844,11.223833
1.651281,0.000125,3.550690,0.446513,0.446513,15.441546
1.657975,0.000164,10.076104,0.420126,0.420126,21.329032
1.450108,0.000137,3.899359,0.829797,0.829797,16.268165
1.724114,0.000243,4.521978,0.459876,0.459876,12.816854
2.161835,0.000170,4.465892,0.383445,0.383445,12.501547
1.259115,0.000106,3.975366,0.517378,0.517378,10.970414
1.615755,0.000203,8.337920,0.385547,0.385547,14.989434
1.461115,0.000117,2.480108,0.503839,0.503839,9.553360
1.298955,0.000167,9.058837,0.498195,0.498195,16.915379
1.951225,0.000225,7.232646,0.608653,0.608653,15.640520
1.229863,0.000141,3.017912,0.409794,0.409794,9.549551
11.076436,0.000869,46.964249,2.935486,2.935486,128.536008
1.340856,0.000120,4.940938,0.482006,0.482006,14.057873
1.609115,0.000463,11.363309,0.404426,0.404426,18.569513
1.395617,0.000115,8.232624,0.342697,0.342697,14.820920
1.747980,0.000210,4.268446,0.597998,0.597998,13.212014
1.398433,0.000114,3.603433,5.549968,5.549968,15.659944
1.498556,0.000236,3.405080,0.519321,0.519321,10.188733
1.496913,0.000208,2.545933,0.254261,0.254261,8.786983
1.059337,0.000147,1.597855,0.275889,0.275889,6.560077
1.364972,0.000190,2.535292,0.504315,0.504315,9.197213
1.574545,0.000156,4.072617,0.381880,0.381880,10.486542
1.403453,0.000340,3.440313,0.271093,0.271093,9.724025
1.254232,0.000096,9.856074,0.452649,0.452649,16.546832
33.682209,0.001015,22.913468,2.809669,2.809669,96.757194
1.184412,0.000094,1.676742,0.329364,0.329364,7.366745
1.199703,0.000119,1.760780,0.355628,0.355628,7.526659
0.869318,0.000139,0.981065,0.279421,0.279421,5.168238
0.894160,0.000186,1.808245,0.351832,0.351832,7.280721
0.988398,0.000108,1.637142,0.332058,0.332058,7.302239
0.835799,0.000122,1.824139,0.348713,0.348713,8.222624
0.768245,0.000200,1.289778,0.436571,0.436571,7.084649
0.779830,0.000135,1.497243,0.268715,0.268715,6.172289
0.877116,0.000171,1.527793,0.317653,0.317653,6.985578
0.844227,0.000171,1.779338,0.413234,0.413234,9.114781
0.810976,0.000138,0.950261,0.249548,0.249548,5.143988
0.607066,0.000084,0.794476,0.406172,0.406172,5.419077
0.707011,0.000100,1.064752,0.322889,0.322889,5.666070
0.726490,0.000172,1.312316,0.458938,0.458938,6.047103
0.935234,0.000209,1.452994,0.230592,0.230592,5.766676
0.571035,0.000100,0.963948,0.231291,0.231291,4.700756
0.837523,0.000104,1.645820,0.330058,0.330058,6.935680
1.137612,0.000194,1.803992,0.344030,0.344030,8.173042
1.251205,0.000115,2.253283,0.473145,0.473145,8.515431
1.208180,0.000119,2.729420,0.481127,0.481127,9.568992
1.584324,0.000113,6.992228,3.915796,3.915796,18.202448
0.972469,0.000201,1.656364,0.302331,0.302331,7.501280
1.602501,0.000332,3.008139,0.498113,0.498113,9.729262
1.176889,0.000143,2.033382,0.369169,0.369169,8.435038
1.109506,0.000119,1.778664,0.427243,0.427243,8.256989
1.342045,0.000097,4.859255,0.360368,0.360368,10.543457
1.037861,0.000127,2.149979,0.273919,0.273919,7.635216
1.431538,0.000338,3.872820,0.480906,0.480906,11.262835
1.477841,0.000299,4.046426,0.527426,0.527426,10.976011
1.398648,0.000270,5.400909,0.362457,0.362457,27.775172
1.113415,0.000210,2.175404,0.379615,0.379615,8.132928
1.089144,0.000190,2.151038,0.286035,0.286035,7.402036
1.424058,0.000318,7.345790,0.490332,0.490332,15.002327
1.182391,0.000166,1.869990,0.686026,0.686026,8.381638
2.163033,0.000232,2.644014,0.372158,0.372158,10.511381
1.195841,0.000118,1.862619,0.408244,0.408244,8.345955
1.365282,0.000105,1.770536,0.322832,0.322832,7.678335
1.316069,0.000153,2.365312,0.321389,0.321389,8.333843
1.094484,0.000191,2.327123,0.318923,0.318923,8.194015
1.028468,0.000150,2.034606,0.332072,0.332072,7.511369
1.053385,0.000163,5.051802,0.238508,0.238508,22.003183
0.993870,0.000190,1.567994,0.367354,0.367354,8.453729
1.052514,0.000110,2.678757,0.229808,0.229808,8.242123
0.887473,0.000111,2.476779,0.464166,0.464166,7.732031
5.171228,0.000190,2.133455,0.348170,0.348170,11.172930
0.890164,0.000191,2.716459,0.297742,0.297742,7.822473
0.676933,0.000154,1.182518,0.227011,0.227011,5.352874
0.983505,0.000090,3.131480,0.295491,0.295491,8.676783
0.857388,0.000216,1.444780,0.295517,0.295517,6.067963
0.862385,0.000192,1.478266,0.312763,0.312763,6.480094
0.903126,0.000189,1.477537,0.294497,0.294497,6.422232
0.978635,0.000096,3.999564,0.334754,0.334754,9.120798
0.939577,0.000087,1.665125,0.291364,0.291364,6.876075
0.699380,0.000159,0.971237,0.206354,0.206354,4.871244
0.860845,0.000107,2.201735,0.291017,0.291017,7.237712
1.050688,0.000253,5.829701,0.296861,0.296861,16.943236
0.843834,0.000191,1.864394,0.295108,0.295108,6.758060
0.957500,0.000194,1.428166,0.297847,0.297847,5.832145
0.935240,0.000119,1.775175,0.329694,0.329694,8.723482
1.054301,0.000116,1.825005,0.303622,0.303622,6.311102
1.155286,0.000134,1.898753,0.321590,0.321590,7.772449
1.036467,0.000125,1.476526,0.277275,0.277275,6.954783
1.809936,0.000329,7.764570,0.272081,0.272081,13.788764
1.491915,0.000170,5.865831,0.227870,0.227870,10.562003
1.518367,0.000242,2.117637,0.421109,0.421109,8.707203
0.937266,0.000122,1.636246,0.229100,0.229100,6.272745
1.000206,0.000172,1.550562,0.223020,0.223020,5.704807
0.868429,0.000129,1.468512,0.255225,0.255225,6.277951
1.149131,0.000183,3.050313,0.358306,0.358306,8.596704
1.173735,0.000090,3.752983,0.346569,0.346569,8.912007
0.943817,0.000118,2.057288,0.244288,0.244288,6.307539
1.141329,0.000086,1.731449,0.325883,0.325883,7.264761
1.128449,0.000158,2.559704,0.316288,0.316288,8.782067
1.395824,0.000165,5.408172,0.237905,0.237905,11.258197
1.236223,0.000232,5.622085,2.960220,2.960220,15.425116
1.258951,0.000185,3.734359,0.390151,0.390151,9.832884
1.133401,0.000169,2.252202,0.366310,0.366310,8.245118
7.777928,0.000801,26.080642,2.797452,2.797452,83.967694
0.899054,0.000129,1.098241,0.212419,0.212419,4.760948
