#Image Rect[ms], Image Resize[ms], ORB ext[ms], Stereo match[ms], IMU preint[ms], Pose pred[ms], LM track[ms], KF dec[ms], Total[ms]
0.000000,0.000000,474.267730,0.000000,0.000000,102.358041,38.584997,0.256056,619.512136
0.000000,0.000000,474.679660,0.000000,0.000000,99.203333,38.627323,0.046953,632.808242
0.000000,0.000000,477.046028,0.000000,0.000000,102.015960,39.159957,0.266758,680.635359
0.000000,0.000000,1264.391392,0.000000,0.000000,104.746937,38.633187,0.065027,1411.519833
0.000000,0.000000,475.806293,0.000000,0.000000,108.096558,42.180350,0.277028,618.976170
0.000000,0.000000,470.511135,0.000000,0.000000,105.384022,40.400703,0.057270,613.010631
0.000000,0.000000,472.310142,0.000000,0.000000,104.432262,38.593540,0.058199,611.816242
0.000000,0.000000,477.929897,0.000000,0.000000,108.285227,39.588787,0.275791,620.894209
0.000000,0.000000,472.617823,0.000000,0.000000,108.014931,38.711325,0.045045,617.942761
0.000000,0.000000,472.361086,0.000000,0.000000,116.479559,36.929180,0.272289,624.267140
0.000000,0.000000,560.817333,0.000000,0.000000,106.619724,38.649460,0.064942,708.441533
0.000000,0.000000,474.728683,0.000000,0.000000,104.897869,42.011570,0.263553,619.696277
0.000000,0.000000,483.966210,0.000000,0.000000,94.691426,42.261630,0.259111,633.913338
0.000000,0.000000,469.108470,0.000000,0.000000,86.074534,50.747806,0.330714,617.568486
0.000000,0.000000,472.467187,0.000000,0.000000,246.703533,189.614217,1.566220,631.513684
0.000000,0.000000,490.756958,0.000000,0.000000,83.794920,43.165241,0.332097,644.785651
0.000000,0.000000,470.878627,0.000000,0.000000,83.615310,40.123544,0.299486,619.482038
0.000000,0.000000,471.366454,0.000000,0.000000,82.003237,37.572587,0.302092,609.965555
0.000000,0.000000,473.541134,0.000000,0.000000,77.763110,33.890181,0.217952,612.247576
0.000000,0.000000,472.748717,0.000000,0.000000,74.739564,32.871609,0.238928,915.985966
0.000000,0.000000,972.880696,0.000000,0.000000,86.339055,37.612876,0.038097,1103.549484
0.000000,0.000000,474.292570,0.000000,0.000000,100.978182,37.867861,0.349734,600.154380
0.000000,0.000000,479.327302,0.000000,0.000000,113.862758,35.824787,0.029358,601.241500
0.000000,0.000000,472.048304,0.000000,0.000000,99.291362,36.331843,0.284895,585.382508
0.000000,0.000000,470.188777,0.000000,0.000000,93.420722,35.919561,0.030858,579.356143
0.000000,0.000000,474.206412,0.000000,0.000000,93.142522,37.673311,0.268020,601.789727
0.000000,0.000000,471.510265,0.000000,0.000000,94.238752,38.096025,0.032040,612.258686
0.000000,0.000000,471.455002,0.000000,0.000000,93.580996,39.934587,0.285375,623.344137
0.000000,0.000000,471.158901,0.000000,0.000000,93.994514,38.242887,0.255306,608.649973
0.000000,0.000000,470.657431,0.000000,0.000000,92.190245,45.037458,0.253521,608.875603
0.000000,0.000000,469.785722,0.000000,0.000000,100.187906,49.731179,0.037953,602.609781
0.000000,0.000000,473.279725,0.000000,0.000000,99.060192,43.499245,0.324323,607.106092
0.000000,0.000000,469.901873,0.000000,0.000000,94.529633,44.538898,0.240838,605.127606
0.000000,0.000000,472.943093,0.000000,0.000000,99.604667,48.001650,0.268157,607.459350
0.000000,0.000000,472.094645,0.000000,0.000000,359.238603,193.654786,2.110202,611.426238
0.000000,0.000000,476.624795,0.000000,0.000000,112.868481,47.096384,0.060078,628.458660
0.000000,0.000000,469.283426,0.000000,0.000000,108.262470,40.460960,0.265448,614.268167
0.000000,0.000000,473.276852,0.000000,0.000000,105.899020,40.984126,0.040988,613.960600
0.000000,0.000000,490.805246,0.000000,0.000000,104.752514,36.483749,0.054123,640.520264
0.000000,0.000000,472.880056,0.000000,0.000000,101.260298,41.221457,0.291009,1033.544673
0.000000,0.000000,830.479642,0.000000,0.000000,98.706345,34.802599,0.041503,999.493694
0.000000,0.000000,471.523798,0.000000,0.000000,98.761473,35.972126,0.242687,622.071318
0.000000,0.000000,488.808536,0.000000,0.000000,99.457217,35.646589,0.043431,637.612419
0.000000,0.000000,474.003426,0.000000,0.000000,98.288135,34.317788,0.267410,616.809634
0.000000,0.000000,475.961778,0.000000,0.000000,101.027459,37.487793,0.044302,620.153640
0.000000,0.000000,468.498978,0.000000,0.000000,97.132514,33.838896,0.269089,612.695280
0.000000,0.000000,471.635661,0.000000,0.000000,97.106359,36.047187,0.035657,607.915847
0.000000,0.000000,469.409486,0.000000,0.000000,94.306526,33.365418,0.250636,615.897162
0.000000,0.000000,470.162775,0.000000,0.000000,89.538601,34.352495,0.045198,604.426496
0.000000,0.000000,476.189611,0.000000,0.000000,90.058472,33.220297,0.283231,616.066927
0.000000,0.000000,484.128395,0.000000,0.000000,88.400734,32.982646,0.033097,616.886398
0.000000,0.000000,473.522570,0.000000,0.000000,88.911518,34.390548,0.252602,608.608641
0.000000,0.000000,470.807742,0.000000,0.000000,87.949583,31.876313,0.028376,599.984316
0.000000,0.000000,475.560381,0.000000,0.000000,85.824741,31.557771,0.330845,600.801024
0.000000,0.000000,471.895831,0.000000,0.000000,80.995551,32.417769,0.036210,596.693572
0.000000,0.000000,468.418758,0.000000,0.000000,78.923759,29.002584,0.204998,591.178069
0.000000,0.000000,472.047911,0.000000,0.000000,80.462572,28.455362,0.032714,598.346805
0.000000,0.000000,480.497909,0.000000,0.000000,83.189893,29.166744,0.247341,601.968837
0.000000,0.000000,470.378228,0.000000,0.000000,85.249363,36.211187,0.031695,589.255264
0.000000,0.000000,471.531448,0.000000,0.000000,84.404913,29.333302,0.237220,586.252654
0.000000,0.000000,470.013640,0.000000,0.000000,86.588312,28.054207,0.024364,579.174274
0.000000,0.000000,470.826612,0.000000,0.000000,91.520892,31.150372,0.034363,581.333276
0.000000,0.000000,472.496681,0.000000,0.000000,89.312528,27.348253,0.109188,586.423688
0.000000,0.000000,477.079197,0.000000,0.000000,83.918528,27.027091,0.028544,600.087124
0.000000,0.000000,470.752599,0.000000,0.000000,83.782839,27.591029,0.284878,585.870741
0.000000,0.000000,473.176502,0.000000,0.000000,79.098337,26.809444,0.279369,589.162459
0.000000,0.000000,470.178165,0.000000,0.000000,79.658618,27.655235,0.266455,594.286460
0.000000,0.000000,469.382087,0.000000,0.000000,89.841832,29.128369,0.271349,587.868273
0.000000,0.000000,467.550558,0.000000,0.000000,89.460269,26.450395,0.262140,579.881808
0.000000,0.000000,465.069160,0.000000,0.000000,83.806635,27.263466,0.274860,577.803834
0.000000,0.000000,465.030504,0.000000,0.000000,86.436667,28.175909,0.297652,572.302215
0.000000,0.000000,465.443547,0.000000,0.000000,88.305656,28.329206,0.326643,574.263982
0.000000,0.000000,466.157564,0.000000,0.000000,89.908807,29.617037,0.244093,586.432663
0.000000,0.000000,465.745965,0.000000,0.000000,93.637140,33.663012,0.295828,582.932629
0.000000,0.000000,466.410297,0.000000,0.000000,90.304631,30.280084,0.231012,578.793233
0.000000,0.000000,464.979673,0.000000,0.000000,87.481726,31.280154,0.234805,581.074115
0.000000,0.000000,465.827458,0.000000,0.000000,87.033904,32.130486,0.246558,583.951214
0.000000,0.000000,466.579635,0.000000,0.000000,88.331617,33.545479,0.026827,587.507506
0.000000,0.000000,471.061387,0.000000,0.000000,91.522979,35.020616,0.465487,599.963350
0.000000,0.000000,486.715930,0.000000,0.000000,90.390068,33.437065,0.029961,608.727992
0.000000,0.000000,473.179029,0.000000,0.000000,86.701902,34.073182,0.251957,593.259019
0.000000,0.000000,487.584548,0.000000,0.000000,91.402552,39.010906,0.031035,608.186922
0.000000,0.000000,466.380539,0.000000,0.000000,96.419467,36.146253,0.256555,589.752285
0.000000,0.000000,472.299523,0.000000,0.000000,95.375878,37.834426,0.034484,600.771854
0.000000,0.000000,484.202191,0.000000,0.000000,97.263714,37.513312,0.255149,610.570989
0.000000,0.000000,472.346965,0.000000,0.000000,102.013527,34.399613,0.044429,594.516461
0.000000,0.000000,472.168859,0.000000,0.000000,92.608038,36.899550,0.251236,613.273936
0.000000,0.000000,477.130000,0.000000,0.000000,91.532155,32.626020,0.043217,611.608782
0.000000,0.000000,469.700441,0.000000,0.000000,98.559205,34.926262,0.315724,611.591303
0.000000,0.000000,471.755498,0.000000,0.000000,102.185061,34.594832,0.038456,608.163470
0.000000,0.000000,472.978961,0.000000,0.000000,99.712719,35.630562,0.264607,610.838654
0.000000,0.000000,469.752690,0.000000,0.000000,113.209328,40.379345,0.035472,601.014638
0.000000,0.000000,474.671142,0.000000,0.000000,110.927668,35.847841,0.333247,600.149578
0.000000,0.000000,472.210246,0.000000,0.000000,97.238059,35.467512,0.251304,607.312049
0.000000,0.000000,473.085750,0.000000,0.000000,99.309098,42.796582,0.044693,611.672436
0.000000,0.000000,469.671169,0.000000,0.000000,106.767810,40.549254,0.345845,606.859099
0.000000,0.000000,471.643916,0.000000,0.000000,106.825667,37.000743,0.065752,626.732733
0.000000,0.000000,471.214106,0.000000,0.000000,105.840880,36.705867,0.346256,619.892930
0.000000,0.000000,469.100184,0.000000,0.000000,111.681305,40.652015,0.040641,603.706760
0.000000,0.000000,470.277926,0.000000,0.000000,116.684273,38.874407,0.038989,623.746061
0.000000,0.000000,476.178507,0.000000,0.000000,113.386065,34.982554,0.287813,625.273002
0.000000,0.000000,473.026036,0.000000,0.000000,113.332841,51.840990,0.048893,619.187468
0.000000,0.000000,471.310366,0.000000,0.000000,110.948922,36.084867,0.339529,615.649203
0.000000,0.000000,471.635581,0.000000,0.000000,107.233037,36.724433,0.034218,628.069490
0.000000,0.000000,469.873268,0.000000,0.000000,114.423326,40.244394,0.258438,627.135799
0.000000,0.000000,476.752207,0.000000,0.000000,123.694984,40.958392,0.046646,626.886805
0.000000,0.000000,470.813417,0.000000,0.000000,120.475162,39.191352,0.048435,638.047360
0.000000,0.000000,469.750320,0.000000,0.000000,119.797075,40.016815,0.045768,629.854546
0.000000,0.000000,473.815913,0.000000,0.000000,122.307528,39.387244,0.041787,619.449908
0.000000,0.000000,473.251608,0.000000,0.000000,120.627621,37.557513,0.029433,630.015980
0.000000,0.000000,472.355746,0.000000,0.000000,124.851790,39.934324,0.051877,638.865159
0.000000,0.000000,470.321615,0.000000,0.000000,127.411970,40.566198,0.360938,631.591174
0.000000,0.000000,471.135354,0.000000,0.000000,122.479852,39.488289,0.048261,632.255287
0.000000,0.000000,470.974794,0.000000,0.000000,121.200147,42.824770,0.276847,634.085346
0.000000,0.000000,471.229235,0.000000,0.000000,124.959159,42.894371,0.271243,630.942239
0.000000,0.000000,474.168803,0.000000,0.000000,121.390931,42.605162,0.269505,640.468675
0.000000,0.000000,471.468482,0.000000,0.000000,117.075479,124.938755,2.382615,641.393735
0.000000,0.000000,479.872996,0.000000,0.000000,122.741504,44.701935,0.332979,643.332202
0.000000,0.000000,471.420703,0.000000,0.000000,110.151766,40.273933,0.254919,637.184464
0.000000,0.000000,473.412834,0.000000,0.000000,92.383570,35.699904,0.288677,643.082528
0.000000,0.000000,470.039852,0.000000,0.000000,97.568307,36.340402,0.031658,635.755347
0.000000,0.000000,477.043914,0.000000,0.000000,106.423559,42.712225,0.261265,744.970891
0.000000,0.000000,1269.026833,0.000000,0.000000,100.632755,35.480989,0.029913,1440.336213
0.000000,0.000000,470.508990,0.000000,0.000000,85.817991,32.152521,0.309753,622.517835
0.000000,0.000000,470.399362,0.000000,0.000000,83.294360,34.357537,0.244206,600.245374
0.000000,0.000000,473.202210,0.000000,0.000000,85.599190,35.090478,0.248659,608.573046
0.000000,0.000000,477.848381,0.000000,0.000000,89.073294,33.484128,0.027859,628.435907
0.000000,0.000000,472.929262,0.000000,0.000000,83.850609,31.396864,0.248721,610.646856
0.000000,0.000000,472.204520,0.000000,0.000000,86.492384,33.565948,0.028194,591.760981
0.000000,0.000000,467.993805,0.000000,0.000000,87.799639,33.606512,0.229275,587.081859
0.000000,0.000000,476.769156,0.000000,0.000000,85.859133,40.142501,0.248209,600.751626
0.000000,0.000000,476.636779,0.000000,0.000000,88.610097,35.654386,0.253277,601.602102
0.000000,0.000000,472.319653,0.000000,0.000000,88.488702,34.959291,0.248308,589.108442
0.000000,0.000000,471.989664,0.000000,0.000000,84.118084,33.894851,0.228410,602.990174
0.000000,0.000000,477.747900,0.000000,0.000000,72.334576,31.655910,0.200035,600.672308
0.000000,0.000000,473.320090,0.000000,0.000000,72.889386,32.805451,0.021747,600.937629
0.000000,0.000000,475.688929,0.000000,0.000000,77.432729,30.443626,0.221596,601.796736
0.000000,0.000000,477.530615,0.000000,0.000000,71.741347,31.161009,0.191105,602.436885
0.000000,0.000000,469.073387,0.000000,0.000000,70.578019,29.359402,0.020480,588.829705
0.000000,0.000000,469.108898,0.000000,0.000000,70.480861,30.520345,0.235582,574.428299
0.000000,0.000000,477.529567,0.000000,0.000000,70.485970,42.983668,0.279945,586.976048
0.000000,0.000000,474.062249,0.000000,0.000000,65.373510,26.306920,0.201023,583.364451
0.000000,0.000000,482.141391,0.000000,0.000000,62.026756,27.119458,0.250990,586.342190
0.000000,0.000000,469.624977,0.000000,0.000000,68.000030,30.075041,0.278407,572.546205
0.000000,0.000000,472.705890,0.000000,0.000000,78.363093,32.335140,0.244857,575.127141
0.000000,0.000000,470.924211,0.000000,0.000000,81.065345,31.122779,0.374581,586.778661
0.000000,0.000000,470.431915,0.000000,0.000000,76.052179,29.194338,0.017745,563.453119
0.000000,0.000000,470.986305,0.000000,0.000000,77.658034,29.676981,0.258082,562.541557
0.000000,0.000000,472.021622,0.000000,0.000000,80.472926,32.655856,0.223836,571.628501
0.000000,0.000000,472.096932,0.000000,0.000000,86.043728,35.015659,0.221843,585.063393
0.000000,0.000000,470.572431,0.000000,0.000000,75.776464,32.380190,0.264663,587.613862
0.000000,0.000000,471.838951,0.000000,0.000000,75.581139,36.410230,0.218851,578.517292
0.000000,0.000000,471.871237,0.000000,0.000000,75.932023,34.749425,0.195199,580.710389
0.000000,0.000000,482.055634,0.000000,0.000000,69.981998,35.095549,0.208990,596.561405
0.000000,0.000000,470.044003,0.000000,0.000000,78.168602,87.121666,1.590788,592.872169
0.000000,0.000000,469.465193,0.000000,0.000000,89.371075,39.487283,0.255144,579.062273
0.000000,0.000000,479.880881,0.000000,0.000000,100.470412,41.425956,0.259205,593.296345
0.000000,0.000000,476.051629,0.000000,0.000000,108.227118,105.085236,2.008966,588.203671
0.000000,0.000000,470.413055,0.000000,0.000000,110.610466,45.244664,0.337928,576.898436
0.000000,0.000000,471.898342,0.000000,0.000000,317.198052,142.306629,1.512185,643.047344
0.000000,0.000000,1292.509215,0.000000,0.000000,98.413876,38.456957,0.251599,1479.751614
0.000000,0.000000,468.964914,0.000000,0.000000,107.311495,36.733813,0.040751,619.544790
0.000000,0.000000,468.176856,0.000000,0.000000,104.523689,37.330779,0.346880,697.376161
0.000000,0.000000,1268.764988,0.000000,0.000000,110.155095,38.426445,0.030623,1475.077606
0.000000,0.000000,472.585277,0.000000,0.000000,119.263335,39.438351,0.297215,938.479770
0.000000,0.000000,1098.705887,0.000000,0.000000,118.705436,44.889774,0.262700,1249.987864
0.000000,0.000000,607.938426,0.000000,0.000000,116.785788,53.643073,0.034160,755.508761
0.000000,0.000000,470.714165,0.000000,0.000000,117.233172,42.434615,0.038002,614.380001
0.000000,0.000000,481.643077,0.000000,0.000000,114.521550,41.425368,0.267362,631.716180
0.000000,0.000000,470.548114,0.000000,0.000000,110.728762,38.387320,0.047176,630.806488
0.000000,0.000000,474.292504,0.000000,0.000000,311.993359,150.216296,1.873077,641.362175
0.000000,0.000000,471.638934,0.000000,0.000000,101.596477,41.710791,0.260245,644.708186
0.000000,0.000000,468.960692,0.000000,0.000000,98.583010,36.953400,0.287241,630.023165
0.000000,0.000000,472.603967,0.000000,0.000000,95.499574,37.130620,0.302373,630.446192
0.000000,0.000000,473.189908,0.000000,0.000000,97.719143,36.419248,0.250293,624.205261
0.000000,0.000000,469.988950,0.000000,0.000000,99.173091,36.941719,0.294847,939.339052
0.000000,0.000000,1083.154758,0.000000,0.000000,101.493824,34.696203,0.300347,1232.241529
0.000000,0.000000,482.605452,0.000000,0.000000,99.787301,35.252950,0.244230,620.470807
0.000000,0.000000,476.242837,0.000000,0.000000,97.906776,36.021106,0.254153,612.927499
0.000000,0.000000,472.707748,0.000000,0.000000,99.128177,36.743936,0.262953,608.801877
0.000000,0.000000,471.722393,0.000000,0.000000,99.813553,36.596706,0.243425,609.464398
0.000000,0.000000,472.769922,0.000000,0.000000,105.982767,35.841709,0.379159,610.615904
0.000000,0.000000,474.705313,0.000000,0.000000,95.070512,33.769961,0.250027,611.718411
0.000000,0.000000,474.755639,0.000000,0.000000,95.415058,35.883373,0.262370,612.901322
0.000000,0.000000,471.514656,0.000000,0.000000,100.844738,37.324719,0.267160,609.285295
0.000000,0.000000,471.791108,0.000000,0.000000,99.492750,36.405655,0.438969,610.077260
0.000000,0.000000,471.211183,0.000000,0.000000,100.882415,37.416376,0.260509,615.301470
0.000000,0.000000,474.166050,0.000000,0.000000,101.484639,37.102412,0.253359,608.849224
0.000000,0.000000,472.167287,0.000000,0.000000,99.869185,36.291484,0.312556,605.302332
0.000000,0.000000,471.042099,0.000000,0.000000,109.499189,98.598914,1.733532,611.184451
0.000000,0.000000,471.830355,0.000000,0.000000,104.395881,36.742396,0.249086,610.016572
0.000000,0.000000,471.444970,0.000000,0.000000,91.702842,37.083923,0.328569,611.278962
0.000000,0.000000,469.475712,0.000000,0.000000,93.130943,36.566020,0.409751,614.539887
0.000000,0.000000,473.648331,0.000000,0.000000,102.337244,37.533283,0.267163,613.690745
0.000000,0.000000,467.886883,0.000000,0.000000,103.973543,36.325467,0.273261,682.446517
0.000000,0.000000,1290.257117,0.000000,0.000000,104.140723,37.556978,0.356196,1436.196379
0.000000,0.000000,472.432485,0.000000,0.000000,111.469638,39.621466,0.282687,603.020837
0.000000,0.000000,473.521360,0.000000,0.000000,116.729934,39.093240,0.362463,605.021314
0.000000,0.000000,473.892457,0.000000,0.000000,111.544675,37.424867,0.282071,615.700611
0.000000,0.000000,472.690107,0.000000,0.000000,111.571519,38.035956,0.256476,614.677899
0.000000,0.000000,471.391238,0.000000,0.000000,117.573877,38.641964,0.275977,614.866526
0.000000,0.000000,470.425434,0.000000,0.000000,112.434502,35.838380,0.272506,623.056532
0.000000,0.000000,470.541979,0.000000,0.000000,108.890592,37.705819,0.287221,633.583780
0.000000,0.000000,472.758434,0.000000,0.000000,108.191688,33.899672,0.329365,623.749065
0.000000,0.000000,473.701613,0.000000,0.000000,98.987688,34.930098,0.273031,625.174116
0.000000,0.000000,470.284757,0.000000,0.000000,102.030885,36.320950,0.277196,628.339919
0.000000,0.000000,470.286962,0.000000,0.000000,102.766950,35.968019,0.275685,620.220940
0.000000,0.000000,471.386664,0.000000,0.000000,299.855849,131.219660,2.059169,623.982614
0.000000,0.000000,470.234367,0.000000,0.000000,104.229546,37.288469,0.267353,614.386969
0.000000,0.000000,471.811075,0.000000,0.000000,102.844986,36.003488,0.288300,607.613432
0.000000,0.000000,470.651805,0.000000,0.000000,110.001142,40.745568,0.249476,610.613054
0.000000,0.000000,473.783168,0.000000,0.000000,111.063781,37.485232,0.320533,614.462296
0.000000,0.000000,470.438294,0.000000,0.000000,98.822862,35.654081,0.305068,908.269031
0.000000,0.000000,1068.359456,0.000000,0.000000,94.746812,39.164117,0.305779,1231.657832
0.000000,0.000000,470.406802,0.000000,0.000000,101.755736,35.963153,0.032835,610.869661
0.000000,0.000000,473.202342,0.000000,0.000000,96.953040,33.004190,0.311866,625.552206
0.000000,0.000000,477.816837,0.000000,0.000000,96.987745,35.502959,0.029721,628.592250
0.000000,0.000000,471.899877,0.000000,0.000000,102.077886,36.394855,0.273620,610.428748
0.000000,0.000000,474.436753,0.000000,0.000000,106.687146,39.142002,0.329877,610.100582
0.000000,0.000000,469.763668,0.000000,0.000000,104.384507,42.842998,0.275225,608.926071
0.000000,0.000000,471.216243,0.000000,0.000000,94.627126,70.890147,6.827767,602.635618
0.000000,0.000000,469.498008,0.000000,0.000000,89.768309,85.019902,0.188039,603.536768
0.000000,0.000000,471.463087,0.000000,0.000000,94.222142,43.464876,0.244003,611.724464
0.000000,0.000000,486.435038,0.000000,0.000000,94.746076,40.907122,0.264809,634.320471
0.000000,0.000000,469.502795,0.000000,0.000000,93.814750,39.156875,0.282511,618.256523
0.000000,0.000000,468.868744,0.000000,0.000000,90.402851,39.256827,0.318423,646.309482
0.000000,0.000000,1256.273173,0.000000,0.000000,90.946471,42.465150,0.333078,1440.586215
0.000000,0.000000,1349.551000,0.000000,0.000000,101.402497,112.142700,1.580795,1492.455841
0.000000,0.000000,468.896956,0.000000,0.000000,103.878753,42.648836,0.318865,611.177364
0.000000,0.000000,470.398528,0.000000,0.000000,92.773564,94.424741,1.571492,607.873918
0.000000,0.000000,468.349116,0.000000,0.000000,97.666783,39.313874,0.029086,599.789332
0.000000,0.000000,469.438044,0.000000,0.000000,297.604102,140.765003,1.961631,604.519899
0.000000,0.000000,496.698137,0.000000,0.000000,95.893424,36.057680,0.246156,717.153269
0.000000,0.000000,1272.374586,0.000000,0.000000,92.827563,35.919576,0.386375,1442.948161
0.000000,0.000000,474.625710,0.000000,0.000000,87.819327,35.706552,0.293982,667.534236
0.000000,0.000000,1334.454777,0.000000,0.000000,85.684140,39.610876,0.265708,1474.378893
0.000000,0.000000,470.646228,0.000000,0.000000,92.603344,38.721630,0.246426,916.293832
0.000000,0.000000,1096.048792,0.000000,0.000000,96.265044,36.169981,0.236994,1233.834796
0.000000,0.000000,468.968534,0.000000,0.000000,89.948425,37.267123,0.241290,599.475071
0.000000,0.000000,472.098387,0.000000,0.000000,89.459285,35.922578,0.262320,610.262074
0.000000,0.000000,492.997467,0.000000,0.000000,88.158880,34.634021,0.262962,620.782071
0.000000,0.000000,474.530372,0.000000,0.000000,84.153410,33.864991,0.255555,613.360912
0.000000,0.000000,470.753399,0.000000,0.000000,78.926441,33.345052,0.214299,604.731363
0.000000,0.000000,471.205185,0.000000,0.000000,73.288095,31.165587,0.199965,599.955355
0.000000,0.000000,476.936727,0.000000,0.000000,72.304731,33.066854,0.240357,603.756048
0.000000,0.000000,470.286267,0.000000,0.000000,73.380461,30.196519,0.228984,595.059034
0.000000,0.000000,471.073798,0.000000,0.000000,71.677519,32.308343,0.325836,590.898600
0.000000,0.000000,469.198813,0.000000,0.000000,73.692291,28.363901,0.323768,582.910495
0.000000,0.000000,470.590691,0.000000,0.000000,76.928002,28.085374,0.235364,576.854526
